handle,company,date
byron-ling-10b7474,WndrCo,2025-08-04
byron-ling-10b7474,Fathom,2025-08-04
byron-ling-10b7474,0x,2025-08-04
byron-ling-10b7474,Congruent Ventures,2025-08-04
byron-ling-10b7474,Numa,2025-08-04
byron-ling-10b7474,Wendi,2025-08-04
byron-ling-10b7474,Homeis,2025-08-04
byron-ling-10b7474,Gold House,2025-08-04
byron-ling-10b7474,KUDO,2025-08-04
byron-ling-10b7474,Carrot,2025-08-04
byron-ling-10b7474,Voiceops,2025-08-04
byron-ling-10b7474,Deep Sentinel,2025-08-04
byron-ling-10b7474,Elliot,2025-08-04
byron-ling-10b7474,McKesson Ventures,2025-08-04
byron-ling-10b7474,Avoma,2025-08-04
byron-ling-10b7474,Zowie,2025-08-04
byron-ling-10b7474,South Park Commons,2025-08-04
byron-ling-10b7474,Chapter One,2025-08-04
byron-ling-10b7474,Recapped 🎯,2025-08-04
byron-ling-10b7474,Hazel Health,2025-08-04
byron-ling-10b7474,Subtle Medical,2025-08-04
byron-ling-10b7474,Blockdaemon,2025-08-04
byron-ling-10b7474,Biobot Analytics,2025-08-04
byron-ling-10b7474,Arise Travel,2025-08-04
byron-ling-10b7474,Centrifuge,2025-08-04
byron-ling-10b7474,"Scriptera, Inc.",2025-08-04
byron-ling-10b7474,Neo,2025-08-04
byron-ling-10b7474,Vody,2025-08-04
byron-ling-10b7474,Weiss Tech House,2025-08-04
byron-ling-10b7474,Ferrum Health,2025-08-04
byron-ling-10b7474,Beam Impact,2025-08-04
byron-ling-10b7474,Working Capital Fund,2025-08-04
byron-ling-10b7474,The Org,2025-08-04
byron-ling-10b7474,1984 Ventures,2025-08-04
byron-ling-10b7474,CloudCath,2025-08-04
byron-ling-10b7474,MSCHF,2025-08-04
byron-ling-10b7474,Day One Ventures,2025-08-04
byron-ling-10b7474,Portrait,2025-08-04
byron-ling-10b7474,Spellbrush,2025-08-04
byron-ling-10b7474,Craft Ventures,2025-08-04
byron-ling-10b7474,SHEIN,2025-08-04
byron-ling-10b7474,Parade Ventures,2025-08-04
byron-ling-10b7474,Woflow,2025-08-04
byron-ling-10b7474,Builder.io,2025-08-04
byron-ling-10b7474,Truework,2025-08-04
byron-ling-10b7474,Resolve,2025-08-04
byron-ling-10b7474,Background Capital,2025-08-04
byron-ling-10b7474,Sitka,2025-08-04
byron-ling-10b7474,Blueprint,2025-08-04
byron-ling-10b7474,Wavemaker Three-Sixty Health,2025-08-04
byron-ling-10b7474,Hasso Plattner Foundation,2025-08-04
byron-ling-10b7474,Clipboard Health,2025-08-04
byron-ling-10b7474,Codi,2025-08-04
byron-ling-10b7474,Reask,2025-08-04
byron-ling-10b7474,AssemblyAI,2025-08-04
byron-ling-10b7474,Harmony,2025-08-04
byron-ling-10b7474,Mon Ami,2025-08-04
byron-ling-10b7474,VIOLET,2025-08-04
byron-ling-10b7474,Original Capital,2025-08-04
byron-ling-10b7474,Italic,2025-08-04
byron-ling-10b7474,Diversio,2025-08-04
byron-ling-10b7474,Smylen,2025-08-04
byron-ling-10b7474,iFly.vc,2025-08-04
byron-ling-10b7474,TTYL,2025-08-04
byron-ling-10b7474,OLIPOP PBC,2025-08-04
byron-ling-10b7474,Canary Technologies,2025-08-04
byron-ling-10b7474,CareCapital Group,2025-08-04
byron-ling-10b7474,Artifact,2025-08-04
byron-ling-10b7474,Sirona Medical,2025-08-04
byron-ling-10b7474,Fraction,2025-08-04
byron-ling-10b7474,ODF,2025-08-04
byron-ling-10b7474,Health Note,2025-08-04
byron-ling-10b7474,Schoolyard Snacks,2025-08-04
byron-ling-10b7474,Kandji,2025-08-04
byron-ling-10b7474,Kojo,2025-08-04
byron-ling-10b7474,Verse Medical,2025-08-04
byron-ling-10b7474,The Essential,2025-08-04
byron-ling-10b7474,Ren Energy,2025-08-04
byron-ling-10b7474,Smash Ventures,2025-08-04
byron-ling-10b7474,Salted,2025-08-04
byron-ling-10b7474,Octagos,2025-08-04
byron-ling-10b7474,Quince,2025-08-04
byron-ling-10b7474,Upswing Health,2025-08-04
byron-ling-10b7474,Operto,2025-08-04
byron-ling-10b7474,Homethrive,2025-08-04
byron-ling-10b7474,Solid,2025-08-04
byron-ling-10b7474,Parento,2025-08-04
byron-ling-10b7474,Octave,2025-08-04
byron-ling-10b7474,Kasana Health,2025-08-04
byron-ling-10b7474,BuildOps,2025-08-04
byron-ling-10b7474,f7 Ventures,2025-08-04
byron-ling-10b7474,Pivotal Ventures,2025-08-04
byron-ling-10b7474,Zero (zerogrocery.com),2025-08-04
byron-ling-10b7474,Threshold Ventures,2025-08-04
byron-ling-10b7474,Griffin Gaming Partners,2025-08-04
byron-ling-10b7474,Forma,2025-08-04
byron-ling-10b7474,WindBorne Systems,2025-08-04
byron-ling-10b7474,XYZ Venture Capital,2025-08-04
byron-ling-10b7474,RAVACAN,2025-08-04
byron-ling-10b7474,TheySaid | AI Surveys & Interviews,2025-08-04
byron-ling-10b7474,BOND,2025-08-04
byron-ling-10b7474,Koji,2025-08-04
byron-ling-10b7474,Heard,2025-08-04
byron-ling-10b7474,Pair Team,2025-08-04
byron-ling-10b7474,Bennie,2025-08-04
byron-ling-10b7474,Maple VC,2025-08-04
byron-ling-10b7474,Lightyear,2025-08-04
byron-ling-10b7474,Surgical Safety Technologies Inc.,2025-08-04
byron-ling-10b7474,Humantic AI,2025-08-04
byron-ling-10b7474,Unit,2025-08-04
byron-ling-10b7474,Goodpath,2025-08-04
byron-ling-10b7474,Studs,2025-08-04
byron-ling-10b7474,Warrant,2025-08-04
byron-ling-10b7474,Aidaly,2025-08-04
byron-ling-10b7474,Rinsed,2025-08-04
byron-ling-10b7474,Acrew Capital,2025-08-04
byron-ling-10b7474,Dover,2025-08-04
byron-ling-10b7474,"Caregiver, Inc.",2025-08-04
byron-ling-10b7474,Multicoin Capital,2025-08-04
byron-ling-10b7474,Gradient,2025-08-04
byron-ling-10b7474,Basis Set,2025-08-04
byron-ling-10b7474,Loop,2025-08-04
byron-ling-10b7474,Haystack,2025-08-04
byron-ling-10b7474,SureSwift Capital,2025-08-04
byron-ling-10b7474,Perceptive Technologies,2025-08-04
byron-ling-10b7474,Landis,2025-08-04
byron-ling-10b7474,Zeera (acquired by Hazel Health),2025-08-04
byron-ling-10b7474,Yes Hearing,2025-08-04
byron-ling-10b7474,Supersapiens,2025-08-04
byron-ling-10b7474,Aveanna Healthcare,2025-08-04
byron-ling-10b7474,Teamworthy Ventures,2025-08-04
byron-ling-10b7474,Optum Ventures,2025-08-04
byron-ling-10b7474,CCX,2025-08-04
byron-ling-10b7474,LSU E. J. Ourso College of Business,2025-08-04
byron-ling-10b7474,TimelyCare,2025-08-04
byron-ling-10b7474,Antler,2025-08-04
byron-ling-10b7474,Mockingbird,2025-08-04
byron-ling-10b7474,AlleyCorp,2025-08-04
byron-ling-10b7474,Leal Health,2025-08-04
byron-ling-10b7474,Caffeinated Capital,2025-08-04
byron-ling-10b7474,CoFound,2025-08-04
byron-ling-10b7474,ianacare,2025-08-04
byron-ling-10b7474,Blossom Capital,2025-08-04
byron-ling-10b7474,Kin Euphorics,2025-08-04
byron-ling-10b7474,Talent Hack,2025-08-04
byron-ling-10b7474,Lolly,2025-08-04
byron-ling-10b7474,Garage Capital,2025-08-04
byron-ling-10b7474,Oceans,2025-08-04
byron-ling-10b7474,Scribe,2025-08-04
byron-ling-10b7474,Selva Ventures,2025-08-04
byron-ling-10b7474,Bodily,2025-08-04
byron-ling-10b7474,Levels,2025-08-04
byron-ling-10b7474,Wisetack,2025-08-04
byron-ling-10b7474,Left Lane Capital,2025-08-04
byron-ling-10b7474,Arya,2025-08-04
byron-ling-10b7474,BL!XT,2025-08-04
byron-ling-10b7474,Groundswell Ventures®,2025-08-04
byron-ling-10b7474,SemperVirens Venture Capital ,2025-08-04
byron-ling-10b7474, ,2025-08-04
byron-ling-10b7474,Mealco,2025-08-04
byron-ling-10b7474,Vividly,2025-08-04
byron-ling-10b7474,Brightline,2025-08-04
byron-ling-10b7474,Moss,2025-08-04
byron-ling-10b7474,Talkiatry,2025-08-04
byron-ling-10b7474,NTTVC,2025-08-04
byron-ling-10b7474,Abridge,2025-08-04
byron-ling-10b7474,Taptap Send,2025-08-04
byron-ling-10b7474,Caleño Drinks,2025-08-04
byron-ling-10b7474,Virtually Human,2025-08-04
byron-ling-10b7474,Linear,2025-08-04
byron-ling-10b7474,RadSwan,2025-08-04
byron-ling-10b7474,Parker,2025-08-04
byron-ling-10b7474,Guap,2025-08-04
byron-ling-10b7474,Done.,2025-08-04
byron-ling-10b7474,MainStreet,2025-08-04
byron-ling-10b7474,Sun Chaser,2025-08-04
byron-ling-10b7474,Pinwheel,2025-08-04
byron-ling-10b7474,PatchRx,2025-08-04
byron-ling-10b7474,Wittington Ventures,2025-08-04
byron-ling-10b7474,Paceline,2025-08-04
byron-ling-10b7474,Roofer.com,2025-08-04
byron-ling-10b7474,Harmoney,2025-08-04
byron-ling-10b7474,Supernatural,2025-08-04
byron-ling-10b7474,HarborLab,2025-08-04
byron-ling-10b7474,Around by Miro Labs,2025-08-04
byron-ling-10b7474,Uniform,2025-08-04
byron-ling-10b7474,Waldo,2025-08-04
byron-ling-10b7474,CropSafe,2025-08-04
byron-ling-10b7474,Northpond Ventures,2025-08-04
byron-ling-10b7474,Arthur,2025-08-04
byron-ling-10b7474,Sora Schools,2025-08-04
byron-ling-10b7474,3D Predict,2025-08-04
byron-ling-10b7474,Two Culture Capital,2025-08-04
byron-ling-10b7474,Clearway Energy Group,2025-08-04
byron-ling-10b7474,Unpopular Ventures,2025-08-04
byron-ling-10b7474,Paradigm,2025-08-04
byron-ling-10b7474,Akia,2025-08-04
byron-ling-10b7474,Marron Capital,2025-08-04
byron-ling-10b7474,Tigerhall,2025-08-04
byron-ling-10b7474,CropConex,2025-08-04
byron-ling-10b7474,Strands Hair Care,2025-08-04
byron-ling-10b7474,Paytient,2025-08-04
byron-ling-10b7474,Thrasio,2025-08-04
byron-ling-10b7474,Monument,2025-08-04
byron-ling-10b7474,Ghia,2025-08-04
byron-ling-10b7474,Archerman Capital,2025-08-04
byron-ling-10b7474,Zevvy,2025-08-04
byron-ling-10b7474,Extra Card (Acquired by Orchard),2025-08-04
byron-ling-10b7474,eDropin,2025-08-04
byron-ling-10b7474,Blooming Health,2025-08-04
byron-ling-10b7474,CleanCo,2025-08-04
byron-ling-10b7474,Keyframe,2025-08-04
byron-ling-10b7474,Re Company,2025-08-04
byron-ling-10b7474,Reformation Partners,2025-08-04
byron-ling-10b7474,Nesterly,2025-08-04
byron-ling-10b7474,Princeton High School,2025-08-04
byron-ling-10b7474,Inspired Capital,2025-08-04
byron-ling-10b7474,Lever Health ,2025-08-04
byron-ling-10b7474, ,2025-08-04
byron-ling-10b7474,Brave Health,2025-08-04
byron-ling-10b7474,Figment,2025-08-04
byron-ling-10b7474,Honeycomb,2025-08-04
byron-ling-10b7474,Casana,2025-08-04
byron-ling-10b7474,Tasq,2025-08-04
byron-ling-10b7474,Flourish Ventures,2025-08-04
byron-ling-10b7474,El Cap,2025-08-04
byron-ling-10b7474,Haven,2025-08-04
byron-ling-10b7474,WIT Sports,2025-08-04
byron-ling-10b7474,Ironspring Ventures,2025-08-04
byron-ling-10b7474,Flieber,2025-08-04
byron-ling-10b7474,Saltbox,2025-08-04
byron-ling-10b7474,Nuvocargo,2025-08-04
byron-ling-10b7474,Arena,2025-08-04
byron-ling-10b7474,Earable® Neuroscience,2025-08-04
byron-ling-10b7474,Impress,2025-08-04
byron-ling-10b7474,Causal,2025-08-04
byron-ling-10b7474,citybiz,2025-08-04
byron-ling-10b7474,Trullion,2025-08-04
byron-ling-10b7474,Tripment Health,2025-08-04
byron-ling-10b7474,01 Advisors,2025-08-04
byron-ling-10b7474,Vimcal,2025-08-04
byron-ling-10b7474,ybot,2025-08-04
byron-ling-10b7474,Rupert AI,2025-08-04
byron-ling-10b7474,Grow Therapy,2025-08-04
byron-ling-10b7474,Vetted,2025-08-04
byron-ling-10b7474,Billdr Pro,2025-08-04
byron-ling-10b7474,Caribou,2025-08-04
byron-ling-10b7474,Lowercarbon Capital,2025-08-04
byron-ling-10b7474,Loyal,2025-08-04
byron-ling-10b7474,Elektra Health,2025-08-04
byron-ling-10b7474,Settle,2025-08-04
byron-ling-10b7474,Arrive,2025-08-04
byron-ling-10b7474,Teton,2025-08-04
byron-ling-10b7474,Fursure Pet Insurance,2025-08-04
byron-ling-10b7474,avi,2025-08-04
byron-ling-10b7474,Itiliti Health,2025-08-04
byron-ling-10b7474,Tinycare acquired by Higher Ground Education,2025-08-04
byron-ling-10b7474,Mento,2025-08-04
byron-ling-10b7474,Bling Capital,2025-08-04
byron-ling-10b7474,Cherry,2025-08-04
byron-ling-10b7474,"Fork & Good, Inc.",2025-08-04
byron-ling-10b7474,Clay,2025-08-04
byron-ling-10b7474,Form Health,2025-08-04
byron-ling-10b7474,Natalist,2025-08-04
byron-ling-10b7474,RAEDEN,2025-08-04
byron-ling-10b7474,Adapt Ventures,2025-08-04
byron-ling-10b7474,Dyania Health,2025-08-04
byron-ling-10b7474,Gryps,2025-08-04
byron-ling-10b7474,Kemtai,2025-08-04
byron-ling-10b7474,Long Journey,2025-08-04
byron-ling-10b7474,Vise,2025-08-04
byron-ling-10b7474,At One Ventures,2025-08-04
byron-ling-10b7474,Race Capital,2025-08-04
byron-ling-10b7474,Found.com,2025-08-04
byron-ling-10b7474,Galea Health,2025-08-04
byron-ling-10b7474,Silvertree,2025-08-04
byron-ling-10b7474,Octahedron Capital,2025-08-04
byron-ling-10b7474,some·place,2025-08-04
byron-ling-10b7474,Cabana,2025-08-04
byron-ling-10b7474,Better Health,2025-08-04
byron-ling-10b7474,meMR Health,2025-08-04
byron-ling-10b7474,Monite,2025-08-04
byron-ling-10b7474,Bubble Insurance (joined The Baldwin Group),2025-08-04
byron-ling-10b7474,Ruth Health (YC S21),2025-08-04
byron-ling-10b7474,Nirvana,2025-08-04
byron-ling-10b7474,Two Front,2025-08-04
byron-ling-10b7474,Neverland,2025-08-04
byron-ling-10b7474,Valdera,2025-08-04
byron-ling-10b7474,Polywork,2025-08-04
byron-ling-10b7474,Carda Health,2025-08-04
byron-ling-10b7474,Clair,2025-08-04
byron-ling-10b7474,Minerva,2025-08-04
byron-ling-10b7474,Oula,2025-08-04
byron-ling-10b7474,GetSetUp,2025-08-04
byron-ling-10b7474,Extendify,2025-08-04
byron-ling-10b7474,Cascade Investment Fund,2025-08-04
byron-ling-10b7474,Mesh,2025-08-04
byron-ling-10b7474,ANIMO Ventures,2025-08-04
byron-ling-10b7474,Realm,2025-08-04
byron-ling-10b7474,FlowPath CMMS - Intelligent Maintenance Software,2025-08-04
byron-ling-10b7474,Somewhere Good,2025-08-04
byron-ling-10b7474,Tella,2025-08-04
byron-ling-10b7474,Moment,2025-08-04
byron-ling-10b7474,Cotiss,2025-08-04
byron-ling-10b7474,Primer,2025-08-04
byron-ling-10b7474,Catch,2025-08-04
byron-ling-10b7474,NAITUR.AI,2025-08-04
byron-ling-10b7474,Durable Capital Partners LP,2025-08-04
byron-ling-10b7474,Beacons AI,2025-08-04
byron-ling-10b7474,Known Medicine,2025-08-04
byron-ling-10b7474,LOANtuitive,2025-08-04
byron-ling-10b7474,SecureSave,2025-08-04
byron-ling-10b7474,Archive,2025-08-04
byron-ling-10b7474,Teal,2025-08-04
byron-ling-10b7474,Mantis Venture Capital,2025-08-04
byron-ling-10b7474,EarlyBird (Acquired by Acorns),2025-08-04
byron-ling-10b7474,Fierce Healthcare,2025-08-04
byron-ling-10b7474,qBraid,2025-08-04
byron-ling-10b7474,Gore Creek Asset Management,2025-08-04
byron-ling-10b7474,"EUCLIDEAN CAPITAL, LLC",2025-08-04
byron-ling-10b7474,Vesta Healthcare,2025-08-04
byron-ling-10b7474,Badaboom,2025-08-04
byron-ling-10b7474,Atento Capital,2025-08-04
byron-ling-10b7474,Verissimo Ventures,2025-08-04
byron-ling-10b7474,"uLab Systems, Inc. ",2025-08-04
byron-ling-10b7474, ,2025-08-04
byron-ling-10b7474,Rivy (Formerly Payhippo),2025-08-04
byron-ling-10b7474,Grin®,2025-08-04
byron-ling-10b7474,Fifth Down Capital,2025-08-04
byron-ling-10b7474,Springbank,2025-08-04
byron-ling-10b7474,Mosaic Group,2025-08-04
byron-ling-10b7474,Aglet,2025-08-04
byron-ling-10b7474,Violet,2025-08-04
byron-ling-10b7474,Flock Homes,2025-08-04
byron-ling-10b7474,Osmind,2025-08-04
byron-ling-10b7474,Sonoro Global Media Corp.,2025-08-04
byron-ling-10b7474,PayCaddy (YC W22),2025-08-04
byron-ling-10b7474,Floating Point,2025-08-04
byron-ling-10b7474,Zage,2025-08-04
byron-ling-10b7474,Tasseo Consumer Ecosystem,2025-08-04
byron-ling-10b7474,Considerate Ventures,2025-08-04
byron-ling-10b7474,Joist AI,2025-08-04
byron-ling-10b7474,Basebuild,2025-08-04
byron-ling-10b7474,Expressable,2025-08-04
byron-ling-10b7474,Goldcast,2025-08-04
byron-ling-10b7474,TalkShopLive®,2025-08-04
byron-ling-10b7474,Trendsi,2025-08-04
byron-ling-10b7474,Little Otter,2025-08-04
byron-ling-10b7474,Fair Square,2025-08-04
byron-ling-10b7474,Radicle Science,2025-08-04
byron-ling-10b7474,Addition,2025-08-04
byron-ling-10b7474,Friends & Family Capital,2025-08-04
byron-ling-10b7474,Nexus,2025-08-04
byron-ling-10b7474,Pantastic,2025-08-04
byron-ling-10b7474,SXD,2025-08-04
byron-ling-10b7474,Charlie Health,2025-08-04
byron-ling-10b7474,Subskribe,2025-08-04
byron-ling-10b7474,Flex Capital,2025-08-04
byron-ling-10b7474,Nooks,2025-08-04
byron-ling-10b7474,Scribble Ventures,2025-08-04
byron-ling-10b7474,Wibond,2025-08-04
byron-ling-10b7474,Chapter,2025-08-04
byron-ling-10b7474,A*,2025-08-04
byron-ling-10b7474,Tarsadia Investments,2025-08-04
byron-ling-10b7474,Kingdom Supercultures,2025-08-04
byron-ling-10b7474,Cider,2025-08-04
byron-ling-10b7474,Recess,2025-08-04
byron-ling-10b7474,"Dezy (Smiles.ai) - Dental, made easy.",2025-08-04
byron-ling-10b7474,Fractal Software,2025-08-04
byron-ling-10b7474,Dart Health,2025-08-04
byron-ling-10b7474,PrettyDamnQuick,2025-08-04
byron-ling-10b7474,Core,2025-08-04
byron-ling-10b7474,Bunkerhill Health,2025-08-04
byron-ling-10b7474,Gander ,2025-08-04
byron-ling-10b7474, ,2025-08-04
byron-ling-10b7474,Octane (We've joined Stripe!),2025-08-04
byron-ling-10b7474,AutoLeap,2025-08-04
byron-ling-10b7474,Avenue (Acquired by Clay),2025-08-04
byron-ling-10b7474,Variant,2025-08-04
byron-ling-10b7474,Planet First Partners,2025-08-04
byron-ling-10b7474,Heading Health,2025-08-04
byron-ling-10b7474,Diana Health (We're Hiring!),2025-08-04
byron-ling-10b7474,Fanhouse,2025-08-04
byron-ling-10b7474,Pearpop,2025-08-04
byron-ling-10b7474,Blip Labs,2025-08-04
byron-ling-10b7474,Operator Partners,2025-08-04
byron-ling-10b7474,GE HealthCare,2025-08-04
byron-ling-10b7474,LinkedIn,2025-08-04
byron-ling-10b7474,Goldman Sachs,2025-08-04
byron-ling-10b7474,Harvard Management Company,2025-08-04
byron-ling-10b7474,Boston Children's Hospital,2025-08-04
byron-ling-10b7474,The Hartford,2025-08-04
byron-ling-10b7474,Walmart,2025-08-04
byron-ling-10b7474,University of Pennsylvania,2025-08-04
byron-ling-10b7474,Invesco US,2025-08-04
byron-ling-10b7474,Bertelsmann SE & Co. KGaA,2025-08-04
byron-ling-10b7474,Harvard Business School,2025-08-04
byron-ling-10b7474,McMaster-Carr,2025-08-04
byron-ling-10b7474,The Wharton School,2025-08-04
byron-ling-10b7474,DaVita Kidney Care,2025-08-04
byron-ling-10b7474,J.Crew,2025-08-04
byron-ling-10b7474,Align Technology,2025-08-04
byron-ling-10b7474,Blackstone,2025-08-04
byron-ling-10b7474,Plante Moran,2025-08-04
byron-ling-10b7474,Sequoia Capital,2025-08-04
byron-ling-10b7474,Exclusive Resorts,2025-08-04
byron-ling-10b7474,Benchmark ,2025-08-04
byron-ling-10b7474, ,2025-08-04
byron-ling-10b7474,Index Ventures,2025-08-04
byron-ling-10b7474,KKR,2025-08-04
byron-ling-10b7474,General Atlantic,2025-08-04
byron-ling-10b7474,Bessemer Venture Partners,2025-08-04
byron-ling-10b7474,LGT Capital Partners,2025-08-04
byron-ling-10b7474,Accel,2025-08-04
byron-ling-10b7474,Workday,2025-08-04
byron-ling-10b7474,Greylock Partners,2025-08-04
byron-ling-10b7474,Insight Partners,2025-08-04
byron-ling-10b7474,lululemon,2025-08-04
byron-ling-10b7474,New Enterprise Associates (NEA),2025-08-04
byron-ling-10b7474,CRV,2025-08-04
byron-ling-10b7474,CPP Investments | Investissements RPC,2025-08-04
byron-ling-10b7474,TCV,2025-08-04
byron-ling-10b7474,MacArthur Foundation,2025-08-04
byron-ling-10b7474,ProSiebenSat.1 Media SE,2025-08-04
byron-ling-10b7474,Venrock,2025-08-04
byron-ling-10b7474,The David and Lucile Packard Foundation,2025-08-04
byron-ling-10b7474,General Catalyst,2025-08-04
byron-ling-10b7474,Lightspeed,2025-08-04
byron-ling-10b7474,Hg,2025-08-04
byron-ling-10b7474,Canaan,2025-08-04
byron-ling-10b7474,Kleiner Perkins,2025-08-04
byron-ling-10b7474,Brown Advisory,2025-08-04
byron-ling-10b7474,Interlace,2025-08-04
byron-ling-10b7474,Notable Capital,2025-08-04
byron-ling-10b7474,Alpine Investors,2025-08-04
byron-ling-10b7474,University System of Maryland,2025-08-04
byron-ling-10b7474,Mellon Foundation,2025-08-04
byron-ling-10b7474,The Baupost Group,2025-08-04
byron-ling-10b7474,Scale Venture Partners,2025-08-04
byron-ling-10b7474,Marshall Wace,2025-08-04
byron-ling-10b7474,UTIMCO,2025-08-04
byron-ling-10b7474,Glenmede,2025-08-04
byron-ling-10b7474,Fairview Capital,2025-08-04
byron-ling-10b7474,Maveron,2025-08-04
byron-ling-10b7474,SCS Financial,2025-08-04
byron-ling-10b7474,Peterson Partners,2025-08-04
byron-ling-10b7474,Millburn,2025-08-04
byron-ling-10b7474,GSR Ventures,2025-08-04
byron-ling-10b7474,TSG Consumer Partners,2025-08-04
byron-ling-10b7474,TechCrunch,2025-08-04
byron-ling-10b7474,Autura,2025-08-04
byron-ling-10b7474,"Makena Capital Management, LLC",2025-08-04
byron-ling-10b7474,"Jasper Ridge Partners, L.P.",2025-08-04
byron-ling-10b7474,Valor Equity Partners,2025-08-04
byron-ling-10b7474,Creandum,2025-08-04
byron-ling-10b7474,Linden Capital Partners,2025-08-04
byron-ling-10b7474,Tiger Global,2025-08-04
byron-ling-10b7474,VenCap International plc,2025-08-04
byron-ling-10b7474,Outbrain,2025-08-04
byron-ling-10b7474,Case Western Reserve University,2025-08-04
byron-ling-10b7474,Bain Capital,2025-08-04
byron-ling-10b7474,Henry Schein,2025-08-04
byron-ling-10b7474,Gilt,2025-08-04
byron-ling-10b7474,Y Combinator,2025-08-04
byron-ling-10b7474,Wealthfront,2025-08-04
byron-ling-10b7474,Redpoint,2025-08-04
byron-ling-10b7474,Moment,2025-08-04
byron-ling-10b7474,Viola Ventures,2025-08-04
byron-ling-10b7474,OpenView,2025-08-04
byron-ling-10b7474,Life360,2025-08-04
byron-ling-10b7474,Ambra Health,2025-08-04
byron-ling-10b7474,Founder Collective,2025-08-04
byron-ling-10b7474,Altos Ventures,2025-08-04
byron-ling-10b7474,Partners Capital,2025-08-04
byron-ling-10b7474,Stratasys,2025-08-04
byron-ling-10b7474,Andreessen Horowitz,2025-08-04
byron-ling-10b7474,Lassie,2025-08-04
byron-ling-10b7474,Accolade Partners,2025-08-04
byron-ling-10b7474,StepStone Group,2025-08-04
byron-ling-10b7474,Enphase Energy,2025-08-04
byron-ling-10b7474,Dinova,2025-08-04
byron-ling-10b7474,True Ventures,2025-08-04
byron-ling-10b7474,Bain Capital Ventures,2025-08-04
byron-ling-10b7474,BirchStreet,2025-08-04
byron-ling-10b7474,First Round Capital,2025-08-04
byron-ling-10b7474,.406 Ventures,2025-08-04
byron-ling-10b7474,"Performance Equity Management, LLC, a Sagard partner",2025-08-04
byron-ling-10b7474,One Medical,2025-08-04
byron-ling-10b7474,Lux Capital,2025-08-04
byron-ling-10b7474,TOPSHOP TOPMAN,2025-08-04
byron-ling-10b7474,Stable,2025-08-04
byron-ling-10b7474,IA Ventures,2025-08-04
byron-ling-10b7474,AmeriHealth Caritas,2025-08-04
byron-ling-10b7474,TCG (The Chernin Group),2025-08-04
byron-ling-10b7474,Peachtree Group,2025-08-04
byron-ling-10b7474,DST Global,2025-08-04
byron-ling-10b7474,Spark Capital,2025-08-04
byron-ling-10b7474,CB Insights,2025-08-04
byron-ling-10b7474,Inspirato,2025-08-04
byron-ling-10b7474,FirstMark,2025-08-04
byron-ling-10b7474,Constellation Software Inc.,2025-08-04
byron-ling-10b7474,Metalab,2025-08-04
byron-ling-10b7474,Founders Fund,2025-08-04
byron-ling-10b7474,Primary Venture Partners,2025-08-04
byron-ling-10b7474,Balyasny Asset Management L.P.,2025-08-04
byron-ling-10b7474,Ramp,2025-08-04
byron-ling-10b7474,"Moda Operandi, Inc",2025-08-04
byron-ling-10b7474,Foresite Capital,2025-08-04
byron-ling-10b7474,Thrive Capital,2025-08-04
byron-ling-10b7474,Khosla Ventures,2025-08-04
byron-ling-10b7474,Hummingbird Ventures,2025-08-04
byron-ling-10b7474,3Shape,2025-08-04
byron-ling-10b7474,NextView Ventures,2025-08-04
byron-ling-10b7474,Deskpass,2025-08-04
byron-ling-10b7474,Verlinvest,2025-08-04
byron-ling-10b7474,AngelList,2025-08-04
byron-ling-10b7474,Vintage Investment Partners,2025-08-04
byron-ling-10b7474,Susquehanna Growth Equity (SGE),2025-08-04
byron-ling-10b7474,ChenMed,2025-08-04
byron-ling-10b7474,Loeb.nyc,2025-08-04
byron-ling-10b7474,ECI Davisware,2025-08-04
byron-ling-10b7474,"Waycrosse, Inc",2025-08-04
byron-ling-10b7474,Radah Commerce,2025-08-04
byron-ling-10b7474,OMERS Ventures,2025-08-04
byron-ling-10b7474,Digital Pharmacist Inc.,2025-08-04
byron-ling-10b7474,Depop,2025-08-04
byron-ling-10b7474,Ridge Ventures,2025-08-04
byron-ling-10b7474,Zapier,2025-08-04
byron-ling-10b7474,Powerhive,2025-08-04
byron-ling-10b7474,Talis Capital,2025-08-04
byron-ling-10b7474,Augury,2025-08-04
byron-ling-10b7474,Workable,2025-08-04
byron-ling-10b7474,Deciens Capital,2025-08-04
byron-ling-10b7474,Chili Piper,2025-08-04
byron-ling-10b7474,Glade Brook Capital Partners LLC,2025-08-04
byron-ling-10b7474,Formlabs,2025-08-04
byron-ling-10b7474,Kinnevik,2025-08-04
byron-ling-10b7474,Flix,2025-08-04
byron-ling-10b7474,Red Bull Media House,2025-08-04
byron-ling-10b7474,Dataiku,2025-08-04
byron-ling-10b7474,MIT Investment Management Company,2025-08-04
byron-ling-10b7474,Lakestar,2025-08-04
byron-ling-10b7474,Sword Health,2025-08-04
byron-ling-10b7474,Point Nine ,2025-08-04
byron-ling-10b7474, ,2025-08-04
byron-ling-10b7474,Coinbase,2025-08-04
byron-ling-10b7474,Timeless,2025-08-04
byron-ling-10b7474,Drive Capital,2025-08-04
byron-ling-10b7474,Conversion Capital,2025-08-04
byron-ling-10b7474,BoxGroup,2025-08-04
byron-ling-10b7474,Cross Creek,2025-08-04
byron-ling-10b7474,Kami,2025-08-04
byron-ling-10b7474,Work-Bench,2025-08-04
byron-ling-10b7474,Tictail (acquired by Shopify),2025-08-04
byron-ling-10b7474,PillPack,2025-08-04
